reference;type_operation;categorie_produit;quantite;prix_unitaire;valeur_marchandise;devise;pays_origine;pays_destination;mode_transport;distance_km;poids_kg;niveau_douane;priorite;date_operation;saison;duree_prevue_jours;date_livraison_prevue;duree_reelle_jours;date_livraison_reelle;retard
EXP-08024;EXPORT;EQUIPEMENT_MEDICAL;430;11941.58;5134879.4;EUR;Maroc;Portugal;ROUTIER;933;36251.66;FAIBLE;URGENTE;2023-05-11;PRINTEMPS;3;2023-05-14;1;2023-05-12;0
EXP-08025;EXPORT;ALIMENTAIRE;9536;60.44;576355.84;USD;Maroc;Turquie;MARITIME;4661;14674.74;FAIBLE;NORMALE;2023-01-16;HIVER;15;2023-01-31;13;2023-01-29;0
IMP-08026;IMPORT;TEXTILE;4936;345.11;1703462.96;MAD;Portugal;Maroc;ROUTIER;887;11704.11;FAIBLE;NORMALE;2025-05-23;PRINTEMPS;3;2025-05-26;3;2025-05-26;0
IMP-08027;IMPORT;PHARMACEUTIQUE;1878;121.27;227745.06;EUR;France;Maroc;ROUTIER;2073;2639.15;FAIBLE;URGENTE;2022-02-16;HIVER;5;2022-02-21;6;2022-02-22;1
EXP-08028;EXPORT;EQUIPEMENT_MEDICAL;469;14115.57;6620202.33;USD;Maroc;Canada;MARITIME;5941;12441.1;FAIBLE;NORMALE;2024-08-29;ETE;19;2024-09-17;23;2024-09-21;1
EXP-08029;EXPORT;AGRICOLE;8189;42.71;349752.19;EUR;Maroc;Italie;MARITIME;2149;127887.93;MOYEN;NORMALE;2025-03-31;PRINTEMPS;11;2025-04-11;14;2025-04-14;1
EXP-08030;EXPORT;MACHINES;20;93426.71;1868534.2;EUR;Maroc;Allemagne;MARITIME;2731;36762.12;FAIBLE;NORMALE;2022-01-03;HIVER;12;2022-01-15;10;2022-01-13;0
IMP-08031;IMPORT;MACHINES;30;37788.12;1133643.6;USD;États-Unis;Maroc;AERIEN;6536;14512.94;MOYEN;NORMALE;2023-10-20;AUTOMNE;5;2023-10-25;3;2023-10-23;0
IMP-08032;IMPORT;AGRICOLE;4865;33.87;164777.55;EUR;Royaume-Uni;Maroc;ROUTIER;2391;87338.5;MOYEN;NORMALE;2023-06-02;ETE;6;2023-06-08;5;2023-06-07;0
EXP-08033;EXPORT;MACHINES;27;94494.29;2551345.83;USD;Maroc;Royaume-Uni;ROUTIER;2366;2817.03;MOYEN;NORMALE;2024-12-17;HIVER;5;2024-12-22;4;2024-12-21;0
EXP-08034;EXPORT;ELECTRONIQUE;504;4041.26;2036795.04;USD;Maroc;Émirats arabes unis;AERIEN;5731;1277.73;FAIBLE;NORMALE;2022-09-11;AUTOMNE;4;2022-09-15;3;2022-09-14;0
EXP-08035;EXPORT;ELECTRONIQUE;351;8878.33;3116293.83;EUR;Maroc;Belgique;ROUTIER;2452;735.89;MOYEN;NORMALE;2024-12-10;HIVER;5;2024-12-15;7;2024-12-17;1
IMP-08036;IMPORT;MATERIAUX_CONSTRUCTION;1578;1477.16;2330958.48;USD;Japon;Maroc;MARITIME;11905;120158.9;MOYEN;NORMALE;2022-06-14;ETE;31;2022-07-15;46;2022-07-30;1
IMP-08037;IMPORT;MATERIAUX_CONSTRUCTION;331;200.34;66312.54;USD;États-Unis;Maroc;MARITIME;6483;22227.81;FAIBLE;NORMALE;2025-12-30;HIVER;21;2026-01-20;30;2026-01-29;1
IMP-08038;IMPORT;TEXTILE;1618;408.22;660499.96;MAD;Corée du Sud;Maroc;MARITIME;10476;2438.8;MOYEN;NORMALE;2022-05-21;PRINTEMPS;27;2022-06-17;25;2022-06-15;0
IMP-08039;IMPORT;TEXTILE;4618;235.29;1086569.22;USD;Émirats arabes unis;Maroc;AERIEN;6166;9450.05;ELEVE;NORMALE;2022-08-11;ETE;4;2022-08-15;2;2022-08-13;0
IMP-08040;IMPORT;ELECTRONIQUE;179;5730.54;1025766.66;MAD;Espagne;Maroc;ROUTIER;980;596.18;FAIBLE;NORMALE;2023-10-30;AUTOMNE;3;2023-11-02;5;2023-11-04;1
EXP-08041;EXPORT;AGRICOLE;8658;95.9;830302.2;USD;Maroc;Japon;MARITIME;11292;87782.43;FAIBLE;NORMALE;2022-04-27;PRINTEMPS;27;2022-05-24;25;2022-05-22;0
EXP-08042;EXPORT;EQUIPEMENT_MEDICAL;112;9133.48;1022949.76;USD;Maroc;Émirats arabes unis;MARITIME;6219;10300.8;MOYEN;URGENTE;2025-08-11;ETE;19;2025-08-30;18;2025-08-29;0
IMP-08043;IMPORT;MATERIAUX_CONSTRUCTION;500;84.81;42405.0;USD;États-Unis;Maroc;MARITIME;6564;24163.72;FAIBLE;URGENTE;2025-12-02;HIVER;21;2025-12-23;19;2025-12-21;0
EXP-08044;EXPORT;PHARMACEUTIQUE;2435;442.99;1078680.65;MAD;Maroc;Turquie;MARITIME;4587;3309.58;MOYEN;URGENTE;2023-06-13;ETE;16;2023-06-29;14;2023-06-27;0
EXP-08045;EXPORT;ELECTRONIQUE;378;8261.68;3122915.04;MAD;Maroc;Italie;MARITIME;2287;2395.31;MOYEN;NORMALE;2022-11-15;AUTOMNE;11;2022-11-26;16;2022-12-01;1
EXP-08046;EXPORT;ALIMENTAIRE;1880;20.82;39141.6;USD;Maroc;États-Unis;MARITIME;6444;6611.12;ELEVE;NORMALE;2024-12-06;HIVER;21;2024-12-27;22;2024-12-28;1
IMP-08047;IMPORT;AUTOMOBILE;698;2527.2;1763985.6;USD;Canada;Maroc;MARITIME;5895;14037.98;MOYEN;NORMALE;2025-11-19;AUTOMNE;17;2025-12-06;23;2025-12-12;1
IMP-08048;IMPORT;AUTOMOBILE;899;4538.6;4080201.4;MAD;Portugal;Maroc;ROUTIER;867;87064.53;MOYEN;NORMALE;2024-04-21;PRINTEMPS;3;2024-04-24;5;2024-04-26;1
IMP-08049;IMPORT;TEXTILE;754;341.77;257694.58;EUR;Portugal;Maroc;ROUTIER;857;2113.79;MOYEN;NORMALE;2025-02-01;HIVER;3;2025-02-04;1;2025-02-02;0
IMP-08050;IMPORT;ALIMENTAIRE;3393;97.98;332446.14;EUR;Espagne;Maroc;MARITIME;1011;29511.13;MOYEN;NORMALE;2023-10-03;AUTOMNE;8;2023-10-11;6;2023-10-09;0
EXP-08051;EXPORT;AGRICOLE;790;70.29;55529.1;USD;Maroc;Émirats arabes unis;MARITIME;6174;3804.75;ELEVE;NORMALE;2025-05-03;PRINTEMPS;21;2025-05-24;22;2025-05-25;1
EXP-08052;EXPORT;TEXTILE;2179;134.49;293053.71;EUR;Maroc;Turquie;MARITIME;4393;2666.41;FAIBLE;NORMALE;2025-04-17;PRINTEMPS;15;2025-05-02;14;2025-05-01;0
EXP-08053;EXPORT;MATERIAUX_CONSTRUCTION;874;1184.94;1035637.56;EUR;Maroc;Espagne;ROUTIER;1044;50453.49;FAIBLE;NORMALE;2023-02-08;HIVER;3;2023-02-11;2;2023-02-10;0
EXP-08054;EXPORT;ALIMENTAIRE;5614;69.96;392755.44;EUR;Maroc;Espagne;MARITIME;957;29653.55;MOYEN;NORMALE;2024-06-24;ETE;8;2024-07-02;7;2024-07-01;0
IMP-08055;IMPORT;EQUIPEMENT_MEDICAL;328;8084.51;2651719.28;USD;États-Unis;Maroc;MARITIME;6813;12375.2;MOYEN;NORMALE;2024-02-25;HIVER;20;2024-03-16;18;2024-03-14;0
EXP-08056;EXPORT;MATERIAUX_CONSTRUCTION;486;33.25;16159.5;USD;Maroc;Émirats arabes unis;MARITIME;6230;44117.38;MOYEN;NORMALE;2024-12-05;HIVER;20;2024-12-25;20;2024-12-25;0
IMP-08057;IMPORT;AUTOMOBILE;479;1531.7;733684.3;EUR;Italie;Maroc;MARITIME;2214;46191.78;MOYEN;URGENTE;2022-06-19;ETE;12;2022-07-01;17;2022-07-06;1
EXP-08058;EXPORT;PHARMACEUTIQUE;2197;722.05;1586343.85;EUR;Maroc;France;ROUTIER;2077;2817.79;MOYEN;NORMALE;2024-07-09;ETE;5;2024-07-14;4;2024-07-13;0
IMP-08059;IMPORT;EQUIPEMENT_MEDICAL;104;1406.08;146232.32;USD;Corée du Sud;Maroc;MARITIME;10551;13322.22;MOYEN;NORMALE;2024-06-03;ETE;30;2024-07-03;43;2024-07-16;1
IMP-08060;IMPORT;AUTOMOBILE;124;4334.34;537458.16;USD;Chine;Maroc;MARITIME;10096;3987.14;MOYEN;NORMALE;2025-05-08;PRINTEMPS;28;2025-06-05;42;2025-06-19;1
EXP-08061;EXPORT;MATERIAUX_CONSTRUCTION;746;1772.04;1321941.84;EUR;Maroc;Allemagne;MARITIME;2744;50937.65;ELEVE;NORMALE;2025-08-26;ETE;11;2025-09-06;10;2025-09-05;0
EXP-08062;EXPORT;AUTOMOBILE;21;3677.68;77231.28;EUR;Maroc;Espagne;ROUTIER;1016;1501.9;MOYEN;NORMALE;2022-10-13;AUTOMNE;4;2022-10-17;4;2022-10-17;0
EXP-08063;EXPORT;EQUIPEMENT_MEDICAL;311;16571.53;5153745.83;MAD;Maroc;Pays-Bas;ROUTIER;2646;25331.3;MOYEN;NORMALE;2024-05-09;PRINTEMPS;6;2024-05-15;4;2024-05-13;0
EXP-08064;EXPORT;MATERIAUX_CONSTRUCTION;943;1688.39;1592151.77;EUR;Maroc;Portugal;ROUTIER;915;35147.24;MOYEN;NORMALE;2024-08-03;ETE;4;2024-08-07;5;2024-08-08;1
IMP-08065;IMPORT;EQUIPEMENT_MEDICAL;78;9089.19;708956.82;EUR;Portugal;Maroc;ROUTIER;917;7050.57;MOYEN;NORMALE;2023-11-07;AUTOMNE;3;2023-11-10;5;2023-11-12;1
EXP-08066;EXPORT;MACHINES;57;59895.4;3414037.8;MAD;Maroc;Pays-Bas;ROUTIER;2696;75351.27;MOYEN;NORMALE;2024-10-03;AUTOMNE;6;2024-10-09;7;2024-10-10;1
IMP-08067;IMPORT;MACHINES;30;21385.9;641577.0;EUR;Italie;Maroc;ROUTIER;2113;38762.1;ELEVE;NORMALE;2022-02-10;HIVER;6;2022-02-16;5;2022-02-15;0
IMP-08068;IMPORT;AGRICOLE;3812;211.1;804713.2;EUR;Italie;Maroc;MARITIME;2241;54734.7;MOYEN;NORMALE;2025-10-03;AUTOMNE;11;2025-10-14;9;2025-10-12;0
IMP-08069;IMPORT;AGRICOLE;8821;217.92;1922272.32;USD;Royaume-Uni;Maroc;ROUTIER;2258;13477.62;MOYEN;NORMALE;2022-05-09;PRINTEMPS;6;2022-05-15;5;2022-05-14;0
IMP-08070;IMPORT;ELECTRONIQUE;200;4485.79;897158.0;USD;Émirats arabes unis;Maroc;MARITIME;5818;32.93;MOYEN;NORMALE;2025-07-19;ETE;18;2025-08-06;18;2025-08-06;0
EXP-08071;EXPORT;MATERIAUX_CONSTRUCTION;1276;1907.93;2434518.68;EUR;Maroc;Espagne;ROUTIER;1006;64105.12;MOYEN;NORMALE;2025-01-15;HIVER;3;2025-01-18;2;2025-01-17;0
EXP-08072;EXPORT;MACHINES;98;98931.36;9695273.28;EUR;Maroc;Espagne;ROUTIER;986;143813.16;MOYEN;URGENTE;2025-09-04;AUTOMNE;4;2025-09-08;6;2025-09-10;1
EXP-08073;EXPORT;MATERIAUX_CONSTRUCTION;1461;595.45;869952.45;MAD;Maroc;Royaume-Uni;ROUTIER;2360;91126.87;MOYEN;URGENTE;2024-06-03;ETE;6;2024-06-09;5;2024-06-08;0
EXP-08074;EXPORT;MATERIAUX_CONSTRUCTION;1823;1282.52;2338033.96;MAD;Maroc;Canada;MARITIME;5861;152265.3;FAIBLE;NORMALE;2022-12-10;HIVER;20;2022-12-30;29;2023-01-08;1
EXP-08075;EXPORT;MACHINES;56;87120.65;4878756.4;EUR;Maroc;France;MARITIME;2070;47342.43;MOYEN;NORMALE;2025-03-08;PRINTEMPS;11;2025-03-19;10;2025-03-18;0
IMP-08076;IMPORT;AUTOMOBILE;382;3096.14;1182725.48;MAD;Émirats arabes unis;Maroc;MARITIME;5936;10717.17;MOYEN;NORMALE;2022-05-24;PRINTEMPS;20;2022-06-13;18;2022-06-11;0
EXP-08077;EXPORT;MATERIAUX_CONSTRUCTION;1910;1007.65;1924611.5;EUR;Maroc;Allemagne;ROUTIER;2900;97217.13;ELEVE;NORMALE;2024-09-04;AUTOMNE;6;2024-09-10;4;2024-09-08;0
EXP-08078;EXPORT;EQUIPEMENT_MEDICAL;51;29373.37;1498041.87;USD;Maroc;Corée du Sud;MARITIME;11185;2473.52;MOYEN;NORMALE;2023-05-04;PRINTEMPS;28;2023-06-01;27;2023-05-31;0
EXP-08079;EXPORT;PHARMACEUTIQUE;4672;622.48;2908226.56;EUR;Maroc;Allemagne;ROUTIER;2794;1956.28;FAIBLE;NORMALE;2022-05-07;PRINTEMPS;6;2022-05-13;7;2022-05-14;1
EXP-08080;EXPORT;PHARMACEUTIQUE;2404;706.75;1699027.0;USD;Maroc;Chine;MARITIME;9573;4309.38;FAIBLE;URGENTE;2024-05-19;PRINTEMPS;24;2024-06-12;32;2024-06-20;1
EXP-08081;EXPORT;COSMETIQUE;436;71.27;31073.72;USD;Maroc;Japon;MARITIME;11340;828.69;MOYEN;NORMALE;2025-07-16;ETE;27;2025-08-12;27;2025-08-12;0
EXP-08082;EXPORT;PHARMACEUTIQUE;1965;831.41;1633720.65;EUR;Maroc;Turquie;MARITIME;4440;865.51;FAIBLE;NORMALE;2022-09-28;AUTOMNE;17;2022-10-15;17;2022-10-15;0
IMP-08083;IMPORT;EQUIPEMENT_MEDICAL;127;26906.91;3417177.57;USD;Turquie;Maroc;MARITIME;4701;15425.75;MOYEN;NORMALE;2023-05-12;PRINTEMPS;15;2023-05-27;14;2023-05-26;0
EXP-08084;EXPORT;MATERIAUX_CONSTRUCTION;1847;749.71;1384714.37;EUR;Maroc;Espagne;MARITIME;1023;109501.68;ELEVE;NORMALE;2025-07-05;ETE;10;2025-07-15;11;2025-07-16;1
IMP-08085;IMPORT;MATERIAUX_CONSTRUCTION;1813;868.8;1575134.4;EUR;Royaume-Uni;Maroc;MARITIME;2252;9867.6;MOYEN;URGENTE;2023-01-05;HIVER;12;2023-01-17;17;2023-01-22;1
EXP-08086;EXPORT;EQUIPEMENT_MEDICAL;174;8525.72;1483475.28;EUR;Maroc;Turquie;MARITIME;4278;15816.81;FAIBLE;NORMALE;2025-07-14;ETE;14;2025-07-28;12;2025-07-26;0
EXP-08087;EXPORT;TEXTILE;154;239.14;36827.56;USD;Maroc;États-Unis;MARITIME;6182;167.08;ELEVE;NORMALE;2023-07-09;ETE;20;2023-07-29;21;2023-07-30;1
EXP-08088;EXPORT;AGRICOLE;8059;270.88;2183021.92;EUR;Maroc;Allemagne;ROUTIER;2698;102020.74;FAIBLE;NORMALE;2024-07-14;ETE;6;2024-07-20;6;2024-07-20;0
EXP-08089;EXPORT;COSMETIQUE;2384;152.04;362463.36;USD;Maroc;Corée du Sud;MARITIME;11371;4085.27;MOYEN;NORMALE;2024-08-29;ETE;32;2024-09-30;39;2024-10-07;1
EXP-08090;EXPORT;PHARMACEUTIQUE;3131;250.08;783000.48;USD;Maroc;Émirats arabes unis;MARITIME;5928;5049.1;ELEVE;NORMALE;2024-12-04;HIVER;17;2024-12-21;22;2024-12-26;1
EXP-08091;EXPORT;AGRICOLE;6544;52.61;344279.84;MAD;Maroc;Royaume-Uni;MARITIME;2292;8629.0;MOYEN;NORMALE;2025-09-01;AUTOMNE;11;2025-09-12;14;2025-09-15;1
EXP-08092;EXPORT;MATERIAUX_CONSTRUCTION;1066;1883.09;2007373.94;USD;Maroc;Turquie;AERIEN;4663;91999.22;MOYEN;NORMALE;2025-10-23;AUTOMNE;3;2025-10-26;1;2025-10-24;0
EXP-08093;EXPORT;COSMETIQUE;2586;50.66;131006.76;EUR;Maroc;Allemagne;MARITIME;2934;4000.41;MOYEN;NORMALE;2023-03-13;PRINTEMPS;14;2023-03-27;12;2023-03-25;0
IMP-08094;IMPORT;ALIMENTAIRE;6602;107.54;709979.08;EUR;Turquie;Maroc;AERIEN;4634;19395.83;MOYEN;NORMALE;2023-02-27;HIVER;4;2023-03-03;3;2023-03-02;0
IMP-08095;IMPORT;COSMETIQUE;449;140.06;62886.94;USD;Royaume-Uni;Maroc;ROUTIER;2339;422.52;ELEVE;NORMALE;2023-01-14;HIVER;5;2023-01-19;3;2023-01-17;0
EXP-08096;EXPORT;TEXTILE;4234;87.85;371956.9;EUR;Maroc;Italie;MARITIME;2297;3653.95;MOYEN;NORMALE;2023-02-05;HIVER;12;2023-02-17;11;2023-02-16;0
IMP-08097;IMPORT;AUTOMOBILE;777;3806.61;2957735.97;EUR;Belgique;Maroc;MARITIME;2417;47049.81;ELEVE;NORMALE;2022-06-01;ETE;11;2022-06-12;15;2022-06-16;1
EXP-08098;EXPORT;ALIMENTAIRE;5847;82.39;481734.33;MAD;Maroc;Corée du Sud;MARITIME;11484;9650.53;MOYEN;NORMALE;2025-06-27;ETE;31;2025-07-28;43;2025-08-09;1
IMP-08099;IMPORT;TEXTILE;4543;81.44;369981.92;EUR;Italie;Maroc;MARITIME;2256;7356.59;MOYEN;NORMALE;2022-04-28;PRINTEMPS;12;2022-05-10;14;2022-05-12;1
EXP-08100;EXPORT;MACHINES;56;69703.25;3903382.0;MAD;Maroc;Royaume-Uni;ROUTIER;2382;38572.47;MOYEN;NORMALE;2024-05-29;PRINTEMPS;5;2024-06-03;5;2024-06-03;0
EXP-08101;EXPORT;AGRICOLE;6856;68.14;467167.84;EUR;Maroc;Italie;MARITIME;2161;84102.56;FAIBLE;NORMALE;2024-12-18;HIVER;11;2024-12-29;10;2024-12-28;0
IMP-08102;IMPORT;ELECTRONIQUE;563;2012.28;1132913.64;USD;Japon;Maroc;MARITIME;11929;809.67;FAIBLE;NORMALE;2025-08-27;ETE;32;2025-09-28;31;2025-09-27;0
EXP-08103;EXPORT;MATERIAUX_CONSTRUCTION;559;497.86;278303.74;USD;Maroc;Chine;AERIEN;9938;51803.72;MOYEN;URGENTE;2024-09-28;AUTOMNE;5;2024-10-03;4;2024-10-02;0
IMP-08104;IMPORT;PHARMACEUTIQUE;3129;859.83;2690408.07;USD;États-Unis;Maroc;MARITIME;6202;2902.69;FAIBLE;NORMALE;2025-02-03;HIVER;19;2025-02-22;28;2025-03-03;1
IMP-08105;IMPORT;EQUIPEMENT_MEDICAL;478;2170.71;1037599.38;USD;Canada;Maroc;MARITIME;5851;42295.85;ELEVE;NORMALE;2022-10-02;AUTOMNE;17;2022-10-19;25;2022-10-27;1
IMP-08106;IMPORT;MATERIAUX_CONSTRUCTION;1400;488.45;683830.0;EUR;Italie;Maroc;ROUTIER;2203;20735.48;MOYEN;NORMALE;2022-05-26;PRINTEMPS;6;2022-06-01;9;2022-06-04;1
IMP-08107;IMPORT;AUTOMOBILE;836;4454.09;3723619.24;EUR;Pays-Bas;Maroc;ROUTIER;2551;36776.35;MOYEN;URGENTE;2025-07-10;ETE;6;2025-07-16;6;2025-07-16;0
EXP-08108;EXPORT;ALIMENTAIRE;1536;117.53;180526.08;MAD;Maroc;Royaume-Uni;ROUTIER;2303;1071.01;FAIBLE;NORMALE;2022-11-10;AUTOMNE;5;2022-11-15;3;2022-11-13;0
IMP-08109;IMPORT;COSMETIQUE;1882;33.23;62538.86;USD;Turquie;Maroc;MARITIME;4617;2607.22;FAIBLE;NORMALE;2022-10-23;AUTOMNE;15;2022-11-07;14;2022-11-06;0
EXP-08110;EXPORT;MACHINES;49;24269.12;1189186.88;MAD;Maroc;Royaume-Uni;ROUTIER;2263;48412.36;MOYEN;NORMALE;2022-12-09;HIVER;5;2022-12-14;7;2022-12-16;1
IMP-08111;IMPORT;COSMETIQUE;4287;80.18;343731.66;EUR;Belgique;Maroc;MARITIME;2473;4475.55;MOYEN;NORMALE;2023-10-15;AUTOMNE;12;2023-10-27;10;2023-10-25;0
IMP-08112;IMPORT;MACHINES;64;48048.44;3075100.16;EUR;Allemagne;Maroc;ROUTIER;2818;17986.3;FAIBLE;NORMALE;2025-08-29;ETE;6;2025-09-04;6;2025-09-04;0
EXP-08113;EXPORT;AGRICOLE;8275;253.74;2099698.5;USD;Maroc;Japon;MARITIME;11312;162330.42;MOYEN;NORMALE;2022-12-22;HIVER;32;2023-01-23;31;2023-01-22;0
EXP-08114;EXPORT;MATERIAUX_CONSTRUCTION;219;543.08;118934.52;EUR;Maroc;Espagne;MARITIME;1000;7780.36;MOYEN;NORMALE;2025-11-01;AUTOMNE;9;2025-11-10;9;2025-11-10;0
EXP-08115;EXPORT;PHARMACEUTIQUE;1134;112.39;127450.26;MAD;Maroc;Pays-Bas;ROUTIER;2538;1001.81;ELEVE;NORMALE;2025-07-28;ETE;5;2025-08-02;6;2025-08-03;1
IMP-08116;IMPORT;MACHINES;59;81285.14;4795823.26;EUR;Portugal;Maroc;MARITIME;885;42031.22;FAIBLE;NORMALE;2025-10-31;AUTOMNE;9;2025-11-09;8;2025-11-08;0
EXP-08117;EXPORT;EQUIPEMENT_MEDICAL;81;24472.02;1982233.62;EUR;Maroc;Allemagne;ROUTIER;2681;8288.24;MOYEN;NORMALE;2024-10-30;AUTOMNE;6;2024-11-05;6;2024-11-05;0
IMP-08118;IMPORT;ALIMENTAIRE;9771;88.46;864342.66;EUR;Espagne;Maroc;ROUTIER;991;20026.05;MOYEN;URGENTE;2022-12-06;HIVER;3;2022-12-09;4;2022-12-10;1
IMP-08119;IMPORT;ELECTRONIQUE;126;8306.07;1046564.82;MAD;Belgique;Maroc;ROUTIER;2484;976.12;FAIBLE;NORMALE;2024-07-23;ETE;6;2024-07-29;5;2024-07-28;0
EXP-08120;EXPORT;AUTOMOBILE;102;4222.79;430724.58;USD;Maroc;États-Unis;MARITIME;6566;3609.83;FAIBLE;URGENTE;2024-01-21;HIVER;18;2024-02-08;17;2024-02-07;0
IMP-08121;IMPORT;ELECTRONIQUE;653;3677.05;2401113.65;EUR;Belgique;Maroc;ROUTIER;2594;3006.32;ELEVE;NORMALE;2025-08-24;ETE;6;2025-08-30;5;2025-08-29;0
IMP-08122;IMPORT;TEXTILE;4386;73.87;323993.82;MAD;Pays-Bas;Maroc;ROUTIER;2624;1808.43;MOYEN;NORMALE;2022-07-04;ETE;6;2022-07-10;4;2022-07-08;0
EXP-08123;EXPORT;PHARMACEUTIQUE;1974;109.4;215955.6;EUR;Maroc;Allemagne;ROUTIER;2786;2059.55;FAIBLE;NORMALE;2022-08-09;ETE;6;2022-08-15;7;2022-08-16;1
IMP-08124;IMPORT;TEXTILE;638;27.25;17385.5;USD;Corée du Sud;Maroc;MARITIME;11083;199.73;FAIBLE;NORMALE;2025-05-01;PRINTEMPS;32;2025-06-02;30;2025-05-31;0
EXP-08125;EXPORT;PHARMACEUTIQUE;1220;932.26;1137357.2;MAD;Maroc;Espagne;ROUTIER;981;1946.91;MOYEN;NORMALE;2024-04-21;PRINTEMPS;3;2024-04-24;1;2024-04-22;0
EXP-08126;EXPORT;ELECTRONIQUE;115;7913.18;910015.7;USD;Maroc;Chine;MARITIME;10275;71.3;FAIBLE;NORMALE;2024-12-18;HIVER;26;2025-01-13;26;2025-01-13;0
EXP-08127;EXPORT;EQUIPEMENT_MEDICAL;212;20852.5;4420730.0;EUR;Maroc;Turquie;MARITIME;4663;19887.96;MOYEN;NORMALE;2023-05-28;PRINTEMPS;18;2023-06-15;18;2023-06-15;0
IMP-08128;IMPORT;EQUIPEMENT_MEDICAL;10;10628.42;106284.2;USD;Japon;Maroc;MARITIME;11001;1289.63;FAIBLE;NORMALE;2022-09-29;AUTOMNE;31;2022-10-30;34;2022-11-02;1
EXP-08129;EXPORT;TEXTILE;1485;342.53;508657.05;EUR;Maroc;Belgique;ROUTIER;2560;4284.41;FAIBLE;NORMALE;2022-06-24;ETE;5;2022-06-29;3;2022-06-27;0
EXP-08130;EXPORT;PHARMACEUTIQUE;3158;838.88;2649183.04;EUR;Maroc;Belgique;MARITIME;2535;2759.21;MOYEN;NORMALE;2024-09-13;AUTOMNE;12;2024-09-25;10;2024-09-23;0
EXP-08131;EXPORT;MATERIAUX_CONSTRUCTION;501;478.65;239803.65;EUR;Maroc;Italie;ROUTIER;2164;11149.93;ELEVE;URGENTE;2023-12-11;HIVER;5;2023-12-16;5;2023-12-16;0
EXP-08132;EXPORT;ALIMENTAIRE;5433;88.59;481309.47;USD;Maroc;Turquie;AERIEN;4699;15401.38;ELEVE;NORMALE;2022-01-24;HIVER;4;2022-01-28;2;2022-01-26;0
EXP-08133;EXPORT;PHARMACEUTIQUE;2927;500.82;1465900.14;USD;Maroc;Chine;MARITIME;10281;4243.53;MOYEN;URGENTE;2025-02-17;HIVER;28;2025-03-17;33;2025-03-22;1
IMP-08134;IMPORT;AGRICOLE;2968;187.56;556678.08;EUR;Italie;Maroc;ROUTIER;2214;41385.9;MOYEN;NORMALE;2025-01-26;HIVER;5;2025-01-31;5;2025-01-31;0
IMP-08135;IMPORT;AUTOMOBILE;632;3710.36;2344947.52;MAD;Espagne;Maroc;MARITIME;962;31990.98;FAIBLE;NORMALE;2025-10-01;AUTOMNE;9;2025-10-10;7;2025-10-08;0
IMP-08136;IMPORT;PHARMACEUTIQUE;2275;526.7;1198242.5;MAD;Turquie;Maroc;MARITIME;4331;3815.22;ELEVE;NORMALE;2022-06-25;ETE;14;2022-07-09;13;2022-07-08;0
IMP-08137;IMPORT;EQUIPEMENT_MEDICAL;444;6005.27;2666339.88;MAD;Corée du Sud;Maroc;MARITIME;11466;12589.34;FAIBLE;URGENTE;2025-02-03;HIVER;29;2025-03-04;43;2025-03-18;1
EXP-08138;EXPORT;COSMETIQUE;4356;198.65;865319.4;EUR;Maroc;France;MARITIME;1946;6796.08;MOYEN;NORMALE;2023-11-26;AUTOMNE;11;2023-12-07;17;2023-12-13;1
EXP-08139;EXPORT;COSMETIQUE;2446;137.38;336031.48;MAD;Maroc;Portugal;ROUTIER;862;704.58;MOYEN;URGENTE;2023-10-10;AUTOMNE;3;2023-10-13;2;2023-10-12;0
EXP-08140;EXPORT;COSMETIQUE;2398;66.12;158555.76;MAD;Maroc;Corée du Sud;MARITIME;10989;2036.12;MOYEN;URGENTE;2024-02-09;HIVER;29;2024-03-09;29;2024-03-09;0
IMP-08141;IMPORT;PHARMACEUTIQUE;376;655.11;246321.36;MAD;États-Unis;Maroc;AERIEN;6820;625.23;MOYEN;NORMALE;2024-09-28;AUTOMNE;4;2024-10-02;3;2024-10-01;0
EXP-08142;EXPORT;EQUIPEMENT_MEDICAL;48;18009.26;864444.48;EUR;Maroc;Portugal;ROUTIER;866;6715.0;MOYEN;NORMALE;2022-09-28;AUTOMNE;4;2022-10-02;4;2022-10-02;0
EXP-08143;EXPORT;MACHINES;35;37806.22;1323217.7;USD;Maroc;Chine;MARITIME;10102;26713.36;FAIBLE;URGENTE;2024-08-09;ETE;27;2024-09-05;29;2024-09-07;1
EXP-08144;EXPORT;PHARMACEUTIQUE;4793;642.25;3078304.25;USD;Maroc;Canada;MARITIME;6170;1794.51;MOYEN;NORMALE;2025-11-14;AUTOMNE;19;2025-12-03;17;2025-12-01;0
IMP-08145;IMPORT;COSMETIQUE;1834;299.2;548732.8;MAD;Turquie;Maroc;MARITIME;4508;706.8;MOYEN;NORMALE;2023-11-18;AUTOMNE;15;2023-12-03;13;2023-12-01;0
IMP-08146;IMPORT;AUTOMOBILE;333;819.8;272993.4;MAD;Émirats arabes unis;Maroc;MARITIME;5865;14686.05;MOYEN;NORMALE;2023-07-22;ETE;17;2023-08-08;23;2023-08-14;1
EXP-08147;EXPORT;TEXTILE;2780;337.68;938750.4;USD;Maroc;Canada;MARITIME;6092;2755.91;FAIBLE;NORMALE;2024-03-02;PRINTEMPS;20;2024-03-22;20;2024-03-22;0
